experiment_id,cell_id,seed,game,channel,spec,pair,n_rounds,open_rule,open_msg_len,open_coop,late_coop,late_lockin,late_K
A1,A1/L0_none/novel/same_origin_cn,0,ipd,L0_none,novel,qwen-72b+deepseek-v3,8,0,0.0,0.5,0.75,0.0,
A1,A1/L0_none/novel/same_origin_cn,1,ipd,L0_none,novel,deepseek-v3+qwen-72b,8,0,0.0,0.5,0.875,1.0,
A1,A1/L0_none/novel/same_origin_cn,2,ipd,L0_none,novel,qwen-72b+deepseek-v3,8,0,0.0,1.0,0.875,1.0,
A1,A1/L0_none/novel/same_origin_cn,100,ipd,L0_none,novel,qwen-72b+deepseek-v3,20,0,0.0,1.0,0.25,0.0,
A1,A1/L0_none/novel/same_origin_cn,101,ipd,L0_none,novel,deepseek-v3+qwen-72b,12,0,0.0,0.5,0.75,0.0,
A1,A1/L0_none/novel/same_origin_cn,102,ipd,L0_none,novel,qwen-72b+deepseek-v3,20,0,0.0,0.5,0.1,0.0,
A1,A1/L0_none/novel/same_origin_cn,104,ipd,L0_none,novel,qwen-72b+deepseek-v3,20,0,0.0,1.0,0.1,0.0,
A1,A1/L0_none/novel/same_origin_cn,105,ipd,L0_none,novel,deepseek-v3+qwen-72b,20,0,0.0,0.5,0.05,0.0,
A1,A1/L0_none/novel/same_origin_cn,106,ipd,L0_none,novel,qwen-72b+deepseek-v3,10,0,0.0,1.0,0.8,0.0,
A1,A1/L0_none/novel/same_origin_cn,108,ipd,L0_none,novel,qwen-72b+deepseek-v3,17,0,0.0,0.5,0.0625,0.0,
A1,A1/L0_none/novel/same_origin_cn,109,ipd,L0_none,novel,deepseek-v3+qwen-72b,20,0,0.0,0.3333333333333333,0.1,0.0,
A1,A1/L0_none/novel/same_origin_cn,110,ipd,L0_none,novel,qwen-72b+deepseek-v3,20,0,0.0,0.3333333333333333,0.1,0.0,
A1,A1/L0_none/novel/same_origin_cn,111,ipd,L0_none,novel,deepseek-v3+qwen-72b,20,0,0.0,0.3333333333333333,0.0,0.0,
A1,A1/L0_none/novel/same_origin_cn,112,ipd,L0_none,novel,qwen-72b+deepseek-v3,20,0,0.0,1.0,0.15,0.0,
A1,A1/L0_none/novel/same_origin_cn,113,ipd,L0_none,novel,deepseek-v3+qwen-72b,20,0,0.0,0.3333333333333333,0.05,0.0,
A1,A1/L0_none/novel/same_origin_cn,114,ipd,L0_none,novel,qwen-72b+deepseek-v3,7,0,0.0,0.75,0.5,0.0,
A1,A1/L0_none/novel/same_origin_cn,115,ipd,L0_none,novel,deepseek-v3+qwen-72b,7,0,0.0,1.0,1.0,1.0,
A1,A1/L0_none/novel/same_origin_cn,116,ipd,L0_none,novel,qwen-72b+deepseek-v3,20,0,0.0,0.5,0.05,0.0,
A1,A1/L0_none/novel/same_origin_cn,117,ipd,L0_none,novel,deepseek-v3+qwen-72b,12,0,0.0,1.0,0.8333333333333334,1.0,
A1,A1/L0_none/novel/same_origin_cn,118,ipd,L0_none,novel,qwen-72b+deepseek-v3,20,0,0.0,0.8333333333333334,0.2,0.0,
A1,A1/L1_signal/canonical/same_origin_cn,0,ipd,L1_signal,canonical,qwen-72b+deepseek-v3,8,0,22.0,1.0,0.75,0.0,
A1,A1/L1_signal/canonical/same_origin_cn,1,ipd,L1_signal,canonical,deepseek-v3+qwen-72b,8,0,21.25,0.75,0.375,0.0,
A1,A1/L1_signal/canonical/same_origin_cn,2,ipd,L1_signal,canonical,qwen-72b+deepseek-v3,8,0,19.75,0.75,0.75,0.0,
A1,A1/L1_signal/canonical/same_origin_cn,100,ipd,L1_signal,canonical,qwen-72b+deepseek-v3,20,0,21.5,0.0,0.0,0.0,
A1,A1/L1_signal/canonical/same_origin_cn,101,ipd,L1_signal,canonical,deepseek-v3+qwen-72b,12,0,20.5,0.16666666666666666,0.0,0.0,
A1,A1/L1_signal/canonical/same_origin_cn,102,ipd,L1_signal,canonical,qwen-72b+deepseek-v3,20,0,21.5,0.16666666666666666,0.0,0.0,
A1,A1/L1_signal/canonical/same_origin_cn,104,ipd,L1_signal,canonical,qwen-72b+deepseek-v3,20,0,21.0,0.0,0.0,0.0,
A1,A1/L1_signal/canonical/same_origin_cn,105,ipd,L1_signal,canonical,deepseek-v3+qwen-72b,20,0,21.0,0.0,0.0,0.0,
A1,A1/L1_signal/canonical/same_origin_cn,106,ipd,L1_signal,canonical,qwen-72b+deepseek-v3,10,0,22.0,0.16666666666666666,0.0,0.0,
A1,A1/L1_signal/canonical/same_origin_cn,108,ipd,L1_signal,canonical,qwen-72b+deepseek-v3,17,0,21.0,0.16666666666666666,0.0,0.0,
A1,A1/L1_signal/canonical/same_origin_cn,109,ipd,L1_signal,canonical,deepseek-v3+qwen-72b,20,0,20.5,0.0,0.0,0.0,
A1,A1/L1_signal/canonical/same_origin_cn,110,ipd,L1_signal,canonical,qwen-72b+deepseek-v3,20,0,22.0,0.5,0.0,0.0,
A1,A1/L1_signal/canonical/same_origin_cn,111,ipd,L1_signal,canonical,deepseek-v3+qwen-72b,20,0,21.5,0.16666666666666666,0.0,0.0,
A1,A1/L1_signal/canonical/same_origin_cn,112,ipd,L1_signal,canonical,qwen-72b+deepseek-v3,20,0,20.5,0.16666666666666666,0.0,0.0,
A1,A1/L1_signal/canonical/same_origin_cn,113,ipd,L1_signal,canonical,deepseek-v3+qwen-72b,20,0,21.0,0.16666666666666666,0.05,0.0,
A1,A1/L1_signal/canonical/same_origin_cn,114,ipd,L1_signal,canonical,qwen-72b+deepseek-v3,7,0,21.25,0.0,0.0,0.0,
A1,A1/L1_signal/canonical/same_origin_cn,115,ipd,L1_signal,canonical,deepseek-v3+qwen-72b,7,0,22.0,0.25,0.0,0.0,
A1,A1/L1_signal/canonical/same_origin_cn,116,ipd,L1_signal,canonical,qwen-72b+deepseek-v3,20,0,22.0,0.8333333333333334,0.0,0.0,
A1,A1/L1_signal/canonical/same_origin_cn,117,ipd,L1_signal,canonical,deepseek-v3+qwen-72b,12,0,21.0,0.16666666666666666,0.0,0.0,
A1,A1/L1_signal/canonical/same_origin_cn,118,ipd,L1_signal,canonical,qwen-72b+deepseek-v3,20,0,21.5,0.0,0.0,0.0,
A1,A1/L1_signal/novel/same_origin_cn,0,ipd,L1_signal,novel,qwen-72b+deepseek-v3,8,0,21.25,1.0,0.875,1.0,
A1,A1/L1_signal/novel/same_origin_cn,1,ipd,L1_signal,novel,deepseek-v3+qwen-72b,8,0,21.25,0.75,0.625,0.0,
A1,A1/L1_signal/novel/same_origin_cn,2,ipd,L1_signal,novel,qwen-72b+deepseek-v3,8,0,20.5,1.0,0.75,0.0,
A1,A1/L1_signal/novel/same_origin_cn,100,ipd,L1_signal,novel,qwen-72b+deepseek-v3,20,0,21.5,0.16666666666666666,0.0,0.0,
A1,A1/L1_signal/novel/same_origin_cn,101,ipd,L1_signal,novel,deepseek-v3+qwen-72b,12,0,20.0,0.0,0.0,0.0,
A1,A1/L1_signal/novel/same_origin_cn,102,ipd,L1_signal,novel,qwen-72b+deepseek-v3,20,0,21.5,0.16666666666666666,0.0,0.0,
A1,A1/L1_signal/novel/same_origin_cn,104,ipd,L1_signal,novel,qwen-72b+deepseek-v3,20,0,21.5,0.3333333333333333,0.0,0.0,
A1,A1/L1_signal/novel/same_origin_cn,105,ipd,L1_signal,novel,deepseek-v3+qwen-72b,20,0,22.0,0.16666666666666666,0.0,0.0,
A1,A1/L1_signal/novel/same_origin_cn,106,ipd,L1_signal,novel,qwen-72b+deepseek-v3,10,0,22.0,0.5,0.2,0.0,
A1,A1/L1_signal/novel/same_origin_cn,108,ipd,L1_signal,novel,qwen-72b+deepseek-v3,17,0,21.5,0.16666666666666666,0.0,0.0,
A1,A1/L1_signal/novel/same_origin_cn,109,ipd,L1_signal,novel,deepseek-v3+qwen-72b,20,0,21.5,0.3333333333333333,0.0,0.0,
A1,A1/L1_signal/novel/same_origin_cn,110,ipd,L1_signal,novel,qwen-72b+deepseek-v3,20,0,21.0,0.16666666666666666,0.0,0.0,
A1,A1/L1_signal/novel/same_origin_cn,111,ipd,L1_signal,novel,deepseek-v3+qwen-72b,20,0,22.0,1.0,0.05,0.0,
A1,A1/L1_signal/novel/same_origin_cn,112,ipd,L1_signal,novel,qwen-72b+deepseek-v3,20,0,22.0,0.16666666666666666,0.0,0.0,
A1,A1/L1_signal/novel/same_origin_cn,113,ipd,L1_signal,novel,deepseek-v3+qwen-72b,20,0,21.0,0.16666666666666666,0.0,0.0,
A1,A1/L1_signal/novel/same_origin_cn,114,ipd,L1_signal,novel,qwen-72b+deepseek-v3,7,0,21.25,0.25,0.0,0.0,
A1,A1/L1_signal/novel/same_origin_cn,115,ipd,L1_signal,novel,deepseek-v3+qwen-72b,7,0,22.0,0.25,0.0,0.0,
A1,A1/L1_signal/novel/same_origin_cn,116,ipd,L1_signal,novel,qwen-72b+deepseek-v3,20,0,22.0,0.16666666666666666,0.0,0.0,
A1,A1/L1_signal/novel/same_origin_cn,117,ipd,L1_signal,novel,deepseek-v3+qwen-72b,12,0,21.5,0.8333333333333334,0.08333333333333333,0.0,
A1,A1/L1_signal/novel/same_origin_cn,118,ipd,L1_signal,novel,qwen-72b+deepseek-v3,20,0,22.0,0.16666666666666666,0.0,0.0,
A1,A1/L2_observed/canonical/same_origin_cn,0,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,8,0,56.0,0.75,0.625,0.0,
A1,A1/L2_observed/canonical/same_origin_cn,1,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,8,0,56.0,0.75,0.75,0.0,
A1,A1/L2_observed/canonical/same_origin_cn,2,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,8,0,56.0,0.75,0.5,0.0,
A1,A1/L2_observed/canonical/same_origin_cn,100,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,20,0,87.0,1.0,0.0,0.0,
A1,A1/L2_observed/canonical/same_origin_cn,101,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,12,0,113.66666666666667,1.0,1.0,1.0,
A1,A1/L2_observed/canonical/same_origin_cn,102,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,20,0,100.0,1.0,0.5,0.0,
A1,A1/L2_observed/canonical/same_origin_cn,104,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,20,0,95.33333333333333,1.0,0.7,0.0,
A1,A1/L2_observed/canonical/same_origin_cn,105,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,20,0,111.33333333333333,1.0,0.9,1.0,
A1,A1/L2_observed/canonical/same_origin_cn,106,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,10,0,137.33333333333334,1.0,1.0,1.0,
A1,A1/L2_observed/canonical/same_origin_cn,108,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,17,0,136.66666666666666,0.3333333333333333,1.0,1.0,
A1,A1/L2_observed/canonical/same_origin_cn,109,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,20,0,95.33333333333333,1.0,0.3,0.0,
A1,A1/L2_observed/canonical/same_origin_cn,110,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,20,0,123.33333333333333,0.16666666666666666,0.05,0.0,
A1,A1/L2_observed/canonical/same_origin_cn,111,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,20,0,98.0,1.0,0.55,0.0,
A1,A1/L2_observed/canonical/same_origin_cn,112,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,20,0,79.16666666666667,1.0,1.0,1.0,
A1,A1/L2_observed/canonical/same_origin_cn,113,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,20,0,119.16666666666667,1.0,0.15,0.0,
A1,A1/L2_observed/canonical/same_origin_cn,114,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,7,0,100.25,1.0,1.0,1.0,
A1,A1/L2_observed/canonical/same_origin_cn,115,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,7,0,90.75,1.0,1.0,1.0,
A1,A1/L2_observed/canonical/same_origin_cn,116,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,20,0,108.83333333333333,1.0,0.95,1.0,
A1,A1/L2_observed/canonical/same_origin_cn,117,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,12,0,122.33333333333333,1.0,0.5,0.0,
A1,A1/L2_observed/canonical/same_origin_cn,118,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,20,0,107.5,1.0,1.0,1.0,
A1,A1/L2_observed/novel/same_origin_cn,0,ipd,L2_observed,novel,qwen-72b+deepseek-v3,8,0,56.0,1.0,0.875,1.0,
A1,A1/L2_observed/novel/same_origin_cn,1,ipd,L2_observed,novel,deepseek-v3+qwen-72b,8,0,56.0,0.75,0.5,0.0,
A1,A1/L2_observed/novel/same_origin_cn,2,ipd,L2_observed,novel,qwen-72b+deepseek-v3,8,0,56.0,0.5,0.875,1.0,
A1,A1/L2_observed/novel/same_origin_cn,100,ipd,L2_observed,novel,qwen-72b+deepseek-v3,20,0,151.5,1.0,0.95,1.0,
A1,A1/L2_observed/novel/same_origin_cn,101,ipd,L2_observed,novel,deepseek-v3+qwen-72b,12,0,109.0,1.0,1.0,1.0,
A1,A1/L2_observed/novel/same_origin_cn,102,ipd,L2_observed,novel,qwen-72b+deepseek-v3,20,0,130.5,1.0,0.5,0.0,
A1,A1/L2_observed/novel/same_origin_cn,104,ipd,L2_observed,novel,qwen-72b+deepseek-v3,20,0,97.83333333333333,0.16666666666666666,0.15,0.0,
A1,A1/L2_observed/novel/same_origin_cn,105,ipd,L2_observed,novel,deepseek-v3+qwen-72b,20,0,73.33333333333333,1.0,0.1,0.0,
A1,A1/L2_observed/novel/same_origin_cn,106,ipd,L2_observed,novel,qwen-72b+deepseek-v3,10,0,115.0,1.0,0.8,0.0,
A1,A1/L2_observed/novel/same_origin_cn,108,ipd,L2_observed,novel,qwen-72b+deepseek-v3,17,1,110.33333333333333,0.5,0.0,0.0,
A1,A1/L2_observed/novel/same_origin_cn,109,ipd,L2_observed,novel,deepseek-v3+qwen-72b,20,0,110.0,1.0,0.5,0.0,
A1,A1/L2_observed/novel/same_origin_cn,110,ipd,L2_observed,novel,qwen-72b+deepseek-v3,20,0,127.33333333333333,0.16666666666666666,0.05,0.0,
A1,A1/L2_observed/novel/same_origin_cn,111,ipd,L2_observed,novel,deepseek-v3+qwen-72b,20,0,114.0,1.0,0.85,1.0,
A1,A1/L2_observed/novel/same_origin_cn,112,ipd,L2_observed,novel,qwen-72b+deepseek-v3,20,0,105.16666666666667,1.0,0.8,0.0,
A1,A1/L2_observed/novel/same_origin_cn,113,ipd,L2_observed,novel,deepseek-v3+qwen-72b,20,0,115.66666666666667,1.0,0.35,0.0,
A1,A1/L2_observed/novel/same_origin_cn,114,ipd,L2_observed,novel,qwen-72b+deepseek-v3,7,0,105.5,1.0,1.0,1.0,
A1,A1/L2_observed/novel/same_origin_cn,115,ipd,L2_observed,novel,deepseek-v3+qwen-72b,7,0,104.5,1.0,1.0,1.0,
A1,A1/L2_observed/novel/same_origin_cn,116,ipd,L2_observed,novel,qwen-72b+deepseek-v3,20,0,132.33333333333334,1.0,0.65,0.0,
A1,A1/L2_observed/novel/same_origin_cn,117,ipd,L2_observed,novel,deepseek-v3+qwen-72b,12,0,115.0,1.0,0.9166666666666666,1.0,
A1,A1/L2_observed/novel/same_origin_cn,118,ipd,L2_observed,novel,qwen-72b+deepseek-v3,20,0,111.66666666666667,1.0,0.25,0.0,
A1,A1/L3_private/canonical/same_origin_cn,0,ipd,L3_private,canonical,qwen-72b+deepseek-v3,8,0,56.0,0.75,0.625,0.0,
A1,A1/L3_private/canonical/same_origin_cn,1,ipd,L3_private,canonical,deepseek-v3+qwen-72b,8,0,56.0,0.75,0.75,0.0,
A1,A1/L3_private/canonical/same_origin_cn,2,ipd,L3_private,canonical,qwen-72b+deepseek-v3,8,0,56.0,0.75,0.5,0.0,
A1,A1/L3_private/canonical/same_origin_cn,100,ipd,L3_private,canonical,qwen-72b+deepseek-v3,20,0,103.66666666666667,1.0,0.8,0.0,
A1,A1/L3_private/canonical/same_origin_cn,101,ipd,L3_private,canonical,deepseek-v3+qwen-72b,12,0,99.16666666666667,1.0,0.9166666666666666,1.0,
A1,A1/L3_private/canonical/same_origin_cn,102,ipd,L3_private,canonical,qwen-72b+deepseek-v3,20,0,119.16666666666667,1.0,1.0,1.0,
A1,A1/L3_private/canonical/same_origin_cn,104,ipd,L3_private,canonical,qwen-72b+deepseek-v3,20,0,107.16666666666667,1.0,0.3,0.0,
A1,A1/L3_private/canonical/same_origin_cn,105,ipd,L3_private,canonical,deepseek-v3+qwen-72b,20,0,102.16666666666667,1.0,1.0,1.0,
A1,A1/L3_private/canonical/same_origin_cn,106,ipd,L3_private,canonical,qwen-72b+deepseek-v3,10,0,109.66666666666667,1.0,0.3,0.0,
A1,A1/L3_private/canonical/same_origin_cn,108,ipd,L3_private,canonical,qwen-72b+deepseek-v3,17,1,123.5,0.3333333333333333,1.0,1.0,
A1,A1/L3_private/canonical/same_origin_cn,109,ipd,L3_private,canonical,deepseek-v3+qwen-72b,20,0,115.16666666666667,1.0,0.9,1.0,
A1,A1/L3_private/canonical/same_origin_cn,110,ipd,L3_private,canonical,qwen-72b+deepseek-v3,20,0,114.33333333333333,1.0,0.05,0.0,
A1,A1/L3_private/canonical/same_origin_cn,111,ipd,L3_private,canonical,deepseek-v3+qwen-72b,20,0,119.33333333333333,0.16666666666666666,0.2,0.0,
A1,A1/L3_private/canonical/same_origin_cn,112,ipd,L3_private,canonical,qwen-72b+deepseek-v3,20,0,79.83333333333333,1.0,0.55,0.0,
A1,A1/L3_private/canonical/same_origin_cn,113,ipd,L3_private,canonical,deepseek-v3+qwen-72b,20,0,105.83333333333333,1.0,0.35,0.0,
A1,A1/L3_private/canonical/same_origin_cn,114,ipd,L3_private,canonical,qwen-72b+deepseek-v3,7,0,103.75,1.0,0.8333333333333334,1.0,
A1,A1/L3_private/canonical/same_origin_cn,115,ipd,L3_private,canonical,deepseek-v3+qwen-72b,7,0,82.0,1.0,0.8333333333333334,1.0,
A1,A1/L3_private/canonical/same_origin_cn,116,ipd,L3_private,canonical,qwen-72b+deepseek-v3,20,0,136.83333333333334,0.3333333333333333,1.0,1.0,
A1,A1/L3_private/canonical/same_origin_cn,117,ipd,L3_private,canonical,deepseek-v3+qwen-72b,12,0,107.33333333333333,0.5,0.8333333333333334,1.0,
A1,A1/L3_private/canonical/same_origin_cn,118,ipd,L3_private,canonical,qwen-72b+deepseek-v3,20,0,103.83333333333333,1.0,0.8,0.0,
A1,A1/L3_private/novel/same_origin_cn,0,ipd,L3_private,novel,qwen-72b+deepseek-v3,8,0,56.0,1.0,0.875,1.0,
A1,A1/L3_private/novel/same_origin_cn,1,ipd,L3_private,novel,deepseek-v3+qwen-72b,8,0,56.0,0.75,0.5,0.0,
A1,A1/L3_private/novel/same_origin_cn,2,ipd,L3_private,novel,qwen-72b+deepseek-v3,8,0,56.0,0.5,0.875,1.0,
A1,A1/L3_private/novel/same_origin_cn,100,ipd,L3_private,novel,qwen-72b+deepseek-v3,20,0,101.66666666666667,0.5,0.9,1.0,
A1,A1/L3_private/novel/same_origin_cn,101,ipd,L3_private,novel,deepseek-v3+qwen-72b,12,0,134.83333333333334,0.16666666666666666,0.25,0.0,
A1,A1/L3_private/novel/same_origin_cn,102,ipd,L3_private,novel,qwen-72b+deepseek-v3,20,1,129.0,1.0,0.8,0.0,
A1,A1/L3_private/novel/same_origin_cn,104,ipd,L3_private,novel,qwen-72b+deepseek-v3,20,0,115.83333333333333,0.5,0.25,0.0,
A1,A1/L3_private/novel/same_origin_cn,105,ipd,L3_private,novel,deepseek-v3+qwen-72b,20,0,92.33333333333333,0.16666666666666666,0.2,0.0,
A1,A1/L3_private/novel/same_origin_cn,106,ipd,L3_private,novel,qwen-72b+deepseek-v3,10,0,146.83333333333334,1.0,1.0,1.0,
A1,A1/L3_private/novel/same_origin_cn,108,ipd,L3_private,novel,qwen-72b+deepseek-v3,17,0,125.16666666666667,1.0,0.1875,0.0,
A1,A1/L3_private/novel/same_origin_cn,109,ipd,L3_private,novel,deepseek-v3+qwen-72b,20,0,93.16666666666667,1.0,0.55,0.0,
A1,A1/L3_private/novel/same_origin_cn,110,ipd,L3_private,novel,qwen-72b+deepseek-v3,20,0,135.66666666666666,0.16666666666666666,0.05,0.0,
A1,A1/L3_private/novel/same_origin_cn,111,ipd,L3_private,novel,deepseek-v3+qwen-72b,20,0,118.5,1.0,0.0,0.0,
A1,A1/L3_private/novel/same_origin_cn,112,ipd,L3_private,novel,qwen-72b+deepseek-v3,20,0,105.16666666666667,1.0,0.9,1.0,
A1,A1/L3_private/novel/same_origin_cn,113,ipd,L3_private,novel,deepseek-v3+qwen-72b,20,0,123.33333333333333,1.0,0.55,0.0,
A1,A1/L3_private/novel/same_origin_cn,114,ipd,L3_private,novel,qwen-72b+deepseek-v3,7,0,100.75,1.0,1.0,1.0,
A1,A1/L3_private/novel/same_origin_cn,115,ipd,L3_private,novel,deepseek-v3+qwen-72b,7,0,105.0,1.0,0.6666666666666666,0.0,
A1,A1/L3_private/novel/same_origin_cn,116,ipd,L3_private,novel,qwen-72b+deepseek-v3,20,0,102.33333333333333,1.0,0.5,0.0,
A1,A1/L3_private/novel/same_origin_cn,117,ipd,L3_private,novel,deepseek-v3+qwen-72b,12,0,140.16666666666666,1.0,0.8333333333333334,1.0,
A1,A1/L3_private/novel/same_origin_cn,118,ipd,L3_private,novel,qwen-72b+deepseek-v3,20,1,149.66666666666666,0.6666666666666666,0.8,0.0,
A2,A2/repeated/same_origin_cn,0,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,18,0,131.0,0.5,0.2222222222222222,0.0,
A2,A2/repeated/same_origin_cn,1,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,20,0,92.66666666666667,1.0,0.9,1.0,
A2,A2/repeated/same_origin_cn,2,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,16,0,91.83333333333333,1.0,0.625,0.0,
A2,A2/repeated/same_origin_cn,3,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,11,0,88.5,1.0,0.4,0.0,
A2,A2/repeated/same_origin_cn,4,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,20,0,100.16666666666667,1.0,0.4,0.0,
A2,A2/repeated/same_origin_cn,5,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,20,0,88.0,0.8333333333333334,0.85,1.0,
A2,A2/repeated/same_origin_cn,6,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,20,0,95.0,0.6666666666666666,0.0,0.0,
A2,A2/repeated/same_origin_cn,7,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,20,0,91.66666666666667,1.0,0.0,0.0,
A2,A2/repeated/same_origin_cn,8,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,7,0,113.75,0.5,0.0,0.0,
A2,A2/repeated/same_origin_cn,9,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,20,0,101.16666666666667,1.0,0.8,0.0,
A2,A2/zerosum/same_origin_cn,0,matching_pennies,L2_observed,canonical,qwen-72b+deepseek-v3,18,0,109.33333333333333,,,,
A2,A2/zerosum/same_origin_cn,1,matching_pennies,L2_observed,canonical,deepseek-v3+qwen-72b,20,0,104.5,,,,
A2,A2/zerosum/same_origin_cn,2,matching_pennies,L2_observed,canonical,qwen-72b+deepseek-v3,16,0,138.66666666666666,,,,
A2,A2/zerosum/same_origin_cn,3,matching_pennies,L2_observed,canonical,deepseek-v3+qwen-72b,11,0,99.0,,,,
A2,A2/zerosum/same_origin_cn,4,matching_pennies,L2_observed,canonical,qwen-72b+deepseek-v3,20,0,79.16666666666667,,,,
A2,A2/zerosum/same_origin_cn,5,matching_pennies,L2_observed,canonical,deepseek-v3+qwen-72b,20,0,134.5,,,,
A2,A2/zerosum/same_origin_cn,6,matching_pennies,L2_observed,canonical,qwen-72b+deepseek-v3,20,0,110.66666666666667,,,,
A2,A2/zerosum/same_origin_cn,7,matching_pennies,L2_observed,canonical,deepseek-v3+qwen-72b,20,0,91.83333333333333,,,,
A2,A2/zerosum/same_origin_cn,8,matching_pennies,L2_observed,canonical,qwen-72b+deepseek-v3,7,0,107.5,,,,
A2,A2/zerosum/same_origin_cn,9,matching_pennies,L2_observed,canonical,deepseek-v3+qwen-72b,20,0,106.66666666666667,,,,
A3,A3/L0_none/cross_origin,0,ipd,L0_none,canonical,qwen-72b+llama-70b,18,0,0.0,0.75,0.6666666666666666,0.0,
A3,A3/L0_none/cross_origin,1,ipd,L0_none,canonical,llama-70b+qwen-72b,20,0,0.0,0.6666666666666666,0.1111111111111111,0.0,
